pff_PLAYERNAME,Season,Position,TotalBoxPM,TotalPassBoxPM,TotalRunDBoxPM,PassPM,PassBoxPM,PlayerID,RunDPM,RunDBoxPM,PlayerName,team,position,TotalEPAR,PassEPAR,RunDEPAR,plays
Morgan Fox,2019,IDL,-1.29975264,1.43943968,-2.73919232,-0.00393336775015608,0.00642607,43791,-0.01680998900322718,-0.02139994,Morgan Fox,LA,DI,-3.218713768893654,-6.037345905821369,2.818632136927716,419
Dexter McDougle,2018,CB,-1.29961741,-1.29961741,0,-0.02322113773542761,-0.01428151,41309,0,0,Dexter McDougle,PHI,CB,-0.17846508677269024,-1.0176378627045182,0.8391727759318278,190
Denico Autry,2015,IDL,-1.29490332,2.8228452,-4.11774852,0.00473976685224574,0.00619045,42031,-0.01705465064286279,-0.01846524,Denico Autry,OAK,DI,-3.9101514010952445,-3.3502613303735274,-0.5598900707217177,765
Caden Sterns,2021,S,-1.29327061,-1.67190101,0.3786304,0.00208241484787115,-0.00676883,53581,0.01593749520231582,0.0059161,Caden Sterns,DEN,S,-8.970034004856402,-7.140116070146259,-1.8299179347101409,377
Cre'Von LeBlanc,2019,CB,-1.2905522,-1.2905522,0,-0.02680667491674467,-0.0131689,43701,0,0,Cre'Von LeBlanc,PHI,CB,-7.709135299762992,-3.297061722008947,-4.412073577754045,132
Josh Metellus,2022,S,-1.28705707,-1.47396681,0.18690974,-0.00524814004026509,-0.00963377,52613,-0.00965408880792155,0.00174682,Josh Metellus,MIN,S,-11.083313473589014,-14.44953737707394,3.366223903484926,338
Divine Deablo,2022,LB,-1.28529509,3.00450135,-4.28979644,0.0174812566648941,0.01054211,53509,-0.01426789316687236,-0.02409998,Divine Deablo,LV,LB,2.1735818612502507,8.785154141621888,-6.611572280371639,463
Deon Bush,2020,S,-1.2851194,-1.2832245,-0.0018949,-0.0141495926238439,-0.01710966,43413,-0.00383364585185907,-2.707e-4,Deon Bush,CHI,S,2.3639744726475302,2.0265922644683934,0.33738220817913644,78
David Irving,2016,IDL,-1.28510184,1.1615901,-2.44669194,-0.00403026581043165,0.0029557,42998,-0.01849144719834745,-0.01839618,David Irving,DAL,DI,-36.63294928148492,-20.96181381556067,-15.671135465924245,607
Charles Omenihu,2020,IDL,-1.28331164,2.4416182,-3.72492984,0.0126512062273555,0.00718123,47944,-0.01443648696341084,-0.01825946,Charles Omenihu,HST,DI,-0.8142450265334269,-8.799199989138055,7.984954962604628,535
Deshazor Everett,2020,S,-1.2832041199999995,-1.6804598999999998,0.39725578,-0.01043184050740042,-0.00800219,42875,-0.00231669962489339,0.00272093,Deshazor Everett,WAS,S,4.109528220613396,6.58272710468016,-2.473198884066765,346
Corey Nelson,2016,LB,-1.2824344599999993,3.57174044,-4.854174899999999,0.01827144743362487,0.01126732,41471,-0.02158880838776856,-0.02147865,Corey Nelson,DEN,LB,8.594004758811758,1.7401757378721494,6.8538290209396076,577
Major Wright,2015,S,-1.28145235,-0.8160112500000001,-0.4654411,-1.415685266322818e-5,-0.00652809,35514,-0.00734845341234976,-0.00489938,Major Wright,TB,S,0.9457221942329455,3.485013071003566,-2.5392908767706204,257
Jordan Poyer,2016,S,-1.28101677,-1.71705258,0.43603581,-0.01401380968743995,-0.00829494,40166,0.01269226368522423,0.00296623,Jordan Poyer,CLV,S,8.43579200333857,7.413615062972172,1.0221769403663992,412
Dion Jordan,2018,EDGE,-1.27700268,-0.74607068,-0.5309320000000001,0.00890060804077005,-0.00353588,39949,-0.00966173983790263,-0.004577,Dion Jordan,SEA,ED,-0.3362944075244413,3.805424564192594,-4.141718971717035,324
Bruce Irvin,2021,EDGE,-1.27555181,-1.06507805,-0.21047376,-0.01024391241045068,-0.01253033,38545,-0.00326294310685703,-0.00250564,Bruce Irvin,CHI,ED,4.406187977500106,2.1235819825893,2.282605994910806,170
Todd Davis,2019,LB,-1.2746626600000006,4.7378531399999995,-6.0125158,0.00985105180748388,0.00850602,42138,-0.01290304381442597,-0.01768387,Todd Davis,DEN,LB,-7.083469775285872,-11.612047559051245,4.528577783765371,879
Shareece Wright,2015,CB,-1.2737263799999994,-5.06714975,3.79342337,0.002485403018128,-0.01559123,37164,0.02958402211815237,0.02271511,Shareece Wright,BLT,CB,-2.324437830135798,-0.7684682397842827,-1.5559695903515143,604
Vincent Rey,2016,LB,-1.2733562199999997,3.4537417200000005,-4.72709794,0.00449122338120812,0.00951444,35753,-0.01969516185644235,-0.02082422,Vincent Rey,CIN,LB,-19.96988142439394,-20.138239613517424,0.16835818912348807,644
Clayton Fejedelem,2017,S,-1.2719260599999995,-1.3243245099999998,0.05239845,-0.0150486770310222,-0.00731671,43534,0.01231411579945172,2.6871e-4,Clayton Fejedelem,CIN,S,-5.469780061933699,-3.8930645743980183,-1.5767154875356824,486
Rodney McLeod,2018,S,-1.2692089800000002,-1.0851164800000002,-0.1840925,-0.00397788221089536,-0.00968854,38843,-0.00337788766754012,-0.00368185,Rodney McLeod,PHI,S,-2.3937211587718656,-3.640608222508456,1.2468870637365905,219
Teez Tabor,2022,S,-1.2689413199999997,-1.2408857999999998,-0.02805552,-0.01847142531207294,-0.0161154,44865,-0.00643494721098199,-0.00116898,Teez Tabor,SEA,S,-5.641594134618532,-2.8487429434930642,-2.79285119112547,219
Trevin Wade,2015,CB,-1.2672782100000006,-8.11284621,6.845568,-0.03444409961897721,-0.02186751,38776,0.04066945581470928,0.0427848,Trevin Wade,NYG,CB,-10.919189317492057,-6.726316476652141,-4.192872840839916,650
Matthew Adams,2022,LB,-1.26576744,1.8238428,-3.08961024,0.03335076248262923,0.03039738,46290,-0.04013126621150648,-0.02413758,Matthew Adams,CHI,LB,3.6076003549702005,3.470501247468557,0.13709910750164406,241
Jayrone Elliott,2015,EDGE,-1.26468348,-0.6457068,-0.61897668,0.00921564762904431,-0.00717452,41590,-0.00818011836849274,-0.00814443,Jayrone Elliott,GB,ED,-19.063609752961487,-13.25622187001636,-5.807387882945126,302
Nathan Shepherd,2021,IDL,-1.26326452,2.9691506,-4.23241512,0.03352333402438026,0.01216865,46141,-0.0143065561324903,-0.01706619,Nathan Shepherd,NYJ,DI,17.57939494533114,9.309123834227739,8.270271111103398,555
Paul Posluszny,2017,LB,-1.262814199999999,4.82780535,-6.0906195499999995,0.02911979804859688,0.01893257,32227,-0.01092726347848462,-0.02298347,Paul Posluszny,JAX,LB,-8.359177530770104,-9.674389364779183,1.3152118340090788,539
Kroy Biermann,2015,EDGE,-1.26064816,0.79688224,-2.0575304,0.01836739804108954,0.00355751,33235,-0.01701443426872441,-0.00756445,Kroy Biermann,ATL,ED,-3.786989978368239,4.359014664309307,-8.146004642677546,570
Delano Hill,2019,S,-1.2605723000000002,-1.17963776,-0.08093454,-0.01043184050740042,-0.00601856,44907,0.0035855426535327,-7.2914e-4,Delano Hill,SEA,S,5.312989200552313,4.094058757102536,1.2189304434497772,349
Isaiah Pola-Mao,2022,S,-1.25802131,-1.1525507499999998,-0.10547056,-0.00167330857381558,-0.01720225,55100,-0.008826346512515,-0.00811312,Isaiah Pola-Mao,LV,S,-6.190556280423576,-4.931649156142707,-1.258907124280868,213
Tony Jefferson,2021,S,-1.25654235,-1.15512859,-0.10141376,-0.00355311610391838,-0.01500167,40737,-0.0057878019475487,-0.00724384,Tony Jefferson,SF,S,-3.6994812762169156,-2.634600331625983,-1.0648809445909324,89
Jaquan Johnson,2021,S,-1.25528241,-1.03905924,-0.21622317,-0.01243213102249464,-0.01675902,47964,-0.00679157627398805,-0.00423967,Jaquan Johnson,BUF,S,-1.0322269664881862,-1.568741168418485,0.5365142019302989,138
Jeffrey Okudah,2022,CB,-1.25511456,-2.592282,1.33716744,-0.00912004163263889,-0.0055748,52411,0.03014333275341389,0.00412706,Jeffrey Okudah,DET,CB,-8.59168876374162,1.3884512844605439,-9.980140048202164,823
Andre Hal,2018,S,-1.2535064100000002,-1.52401106,0.27050464999999996,-0.01064593998109982,-0.00654082,41445,-2.6811219975589134e-4,0.00416161,Andre Hal,HST,S,-11.997866853834521,-13.024852626948974,1.0269857731144512,286
Chandler Jones,2018,EDGE,-1.2535026800000002,-2.3337568,1.08025412,-0.00272174892477707,-0.0044368,38551,8.802264932696757e-5,0.00258434,Chandler Jones,ARZ,ED,-15.408435102600441,-25.44278991292446,10.034354810324022,996
Rasul Douglas,2017,CB,-1.25105132,-2.88721972,1.6361684,-0.03553938594143739,-0.00937409,44911,0.02675209715137189,0.0141049,Rasul Douglas,PHI,CB,-1.6899544284157413,-0.6219311451323888,-1.0680232832833534,517
Michael Thomas,2017,S,-1.2505284,-1.1566525200000002,-0.09387588,-0.01497342137317639,-0.01960428,38852,-0.00447301929143747,-0.00102039,Michael Thomas,MIA,S,-4.476807806134438,-1.975393592034626,-2.501414214099812,261
Jordan Richards,2015,S,-1.2494984000000002,-1.1934522600000002,-0.05604614,-0.00462502846054727,-0.00655743,42407,-1.892730146442606e-4,-9.0397e-4,Jordan Richards,NE,S,-4.794803835441117,-0.9650925979656921,-3.8297112374754256,396
Kamu Grugier-Hill,2019,LB,-1.2455512,1.0607696,-2.3063208,0.01757703993158307,0.00662981,43497,-0.011912585912893,-0.01647372,Kamu Grugier-Hill,PHI,LB,4.817134338821785,2.6873815854925893,2.1297527533291962,295
Kenneth Murray,2021,LB,-1.2445417599999995,1.82497254,-3.0695143,0.0073783253748576,0.00926382,52431,-0.01680373886763667,-0.01849105,Kenneth Murray,LAC,LB,14.354075558810868,5.6188804782952815,8.735195080515584,371
Terence Garvin,2017,LB,-1.2416741499999997,1.34130905,-2.5829831999999997,0.0055283642604807,0.01616035,40486,-0.02203349619671983,-0.02306235,Terence Garvin,SEA,LB,-2.3376783094091422,-4.560317502771999,2.2226391933628564,256
George Odum,2018,S,-1.24021,-1.29807986,0.05786986,-0.00865790413613275,-0.00842909,46349,0.01258027947203668,7.0573e-4,George Odum,IND,S,-5.154550811477534,-3.9654292956235384,-1.189121515853995,370
Denzel Perryman,2019,LB,-1.23834744,4.30510168,-5.54344912,0.02268499192857034,0.02625062,42391,-0.03216077750584222,-0.02857448,Denzel Perryman,LAC,LB,-17.33102776976114,-3.009737970549748,-14.32128979921139,413
Derek Barnett,2018,EDGE,-1.23233848,-0.76305528,-0.4692832,-0.00705762470842975,-0.00451512,44826,-0.01806646083960753,-0.00733255,Derek Barnett,PHI,ED,-10.947741319774792,-5.240047497148394,-5.707693822626396,284
Kenneth Acker,2015,CB,-1.23182933,-7.31664015,6.0848108199999995,-0.01416820728100795,-0.01573471,41409,0.0155539520746749,0.01784402,Kenneth Acker,SF,CB,3.673709952074991,7.4307391925863415,-3.757029240511349,882
Josh Johnson,2016,CB,-1.2290947,-1.2290947,0,-0.02628048961069254,-0.01068778,40765,0,0,Josh Johnson,JAX,CB,-21.757674735282105,-22.848364175554064,1.0906894402719596,220
Aqib Talib,2019,CB,-1.22639689,-2.8436944,1.61729751,-0.01020594068543454,-0.01387168,33101,-0.00314432722509167,0.01253719,Aqib Talib,LA,CB,7.619237950861881,4.0343976404502095,3.5848403104116717,328
Todd Davis,2016,LB,-1.2201157599999997,6.97005582,-8.19017158,0.02672991091328352,0.02219763,42138,-0.01755557219043632,-0.02138426,Todd Davis,DEN,LB,1.8156402960814044,11.6738212058725,-9.858180909791095,735
Dion Bailey,2015,S,-1.21949972,-0.96796052,-0.2515392,-0.00886991421428725,-0.00904636,41607,-0.00713617187598065,-0.0052404,Dion Bailey,SEA,S,-2.418869203973452,0.7493628314059445,-3.168232035379397,246
Anthony Nelson,2021,EDGE,-1.21806807,-0.8123198699999999,-0.4057482,-0.00576701169923469,-0.00342751,47890,-0.00408230641926376,-0.00312114,Anthony Nelson,TB,ED,-2.5106993861656832,-4.2773583397724995,1.7666589536068162,471
Shea McClellin,2015,LB,-1.21686952,3.79694214,-5.01381166,0.02471242262199822,0.00981122,38549,-0.02733213185150126,-0.01753081,Shea McClellin,CHI,LB,11.684773337521301,10.81658219663414,0.8681911408871602,737
Cory Littleton,2022,LB,-1.2161114399999997,3.51980456,-4.735916,0.01796819824684864,0.02046398,43797,-0.02528385329995219,-0.02367958,Cory Littleton,CAR,LB,-10.280984422230514,-5.673918823589267,-4.607065598641246,398
DeMarcus Walker,2017,IDL,-1.21583144,-0.1881252,-1.02770624,-0.02810295867724686,-0.0034838,44863,-0.02503948013650553,-0.02335696,DeMarcus Walker,DEN,ED,-7.238858990000283,-2.63796732291235,-4.600891667087933,208
Kamalei Correa,2020,EDGE,-1.20948844,-0.16035916,-1.0491292799999998,-0.02850878492054939,-0.00308383,43331,-0.017891841020073,-0.01092843,Kamalei Correa,TEN,ED,2.0968743403414294,-0.07373095834835292,2.1706052986897824,180
Denico Autry,2017,IDL,-1.2089560699999995,2.94226257,-4.15121864,0.02084588539411788,0.00780441,42031,-0.01747970854899435,-0.01958122,Denico Autry,OAK,DI,-19.03918143183041,-19.29433975101453,0.2551583191841179,671
J.C. Jackson,2022,CB,-1.20867124,-2.86707795,1.65840671,-0.01579668675256228,-0.01737623,46775,0.02261792611555265,0.02099249,J.C. Jackson,LAC,CB,22.951579176634887,20.73055641829203,2.2210227583428583,241
Bruce Carter,2015,LB,-1.2084423599999998,2.52754704,-3.7359894,0.01576990200103515,0.01755241,37115,-0.02214836815364916,-0.02264236,Bruce Carter,TB,LB,-6.879779178640084,-6.5775989406391275,-0.30218023800095484,355
Keion Crossen,2022,CB,-1.2021036400000005,-2.82225412,1.62015048,-0.0091906885715133,-0.00857828,46312,0.01882108379074072,0.01557837,Keion Crossen,MIA,CB,15.935932377788042,14.758079111654368,1.1778532661336738,491
Alex Okafor,2015,EDGE,-1.1980268,0.12003978,-1.31806658,0.00346029276464925,3.8598e-4,40051,-0.0075434603675039,-0.00501166,Alex Okafor,ARZ,ED,6.206847312786915,5.365262164102982,0.8415851486839319,652
Elandon Roberts,2020,LB,-1.1963872800000006,4.25293584,-5.449323120000001,0.06409461124670571,0.02444216,43503,-0.03426999681359242,-0.02390054,Elandon Roberts,MIA,LB,-7.997916782471513,7.272070637382896,-15.26998741985441,397
Bradley McDougald,2021,S,-1.1958734,-1.11649122,-0.07938218,-0.01942161538173384,-0.01892358,40621,-0.00532465407800828,-0.00233477,Bradley McDougald,TEN,S,2.284046181349085,2.2660944999618176,0.017951681387266924,144
Russ Yeast,2022,S,-1.1922718,-1.2042684,0.0119966,-0.01966177969959355,-0.01672595,54718,0.00323312155511593,2.926e-4,Russ Yeast,LA,S,4.911799543902992,8.769766169737052,-3.8579666258340595,209
Kenny Phillips,2015,S,-1.1919344399999998,-1.42646174,0.2345273,-0.0188366037968953,-0.01927651,33112,-0.0015456387741354,0.0029687,Kenny Phillips,NO,S,-0.8896749997859421,2.4156232243762883,-3.3052982241622306,338
Sidney Jones,2018,CB,-1.189809649999999,-4.3501584499999995,3.1603488000000004,-0.02577878018022208,-0.01805045,44855,0.04235827844120025,0.03950436,Sidney Jones,PHI,CB,0.4707336918467475,2.0184669943185645,-1.5477333024718176,399
J.J. Wilcox,2018,S,-1.18764005,-1.1864481,-0.00119195,-0.0018052126253188,-0.0110883,40028,-0.00435162892129965,-3.845e-5,J.J. Wilcox,NYJ,S,-13.065453026792031,-6.287798845351473,-6.777654181440558,240
Arden Key,2018,EDGE,-1.1820016,-0.4421935,-0.7398081,-9.130913678350084e-4,-0.00126341,46156,0.00866097783053581,-0.00274003,Arden Key,OAK,ED,12.816734949617203,7.029967936060097,5.786767013557105,652
Justin Hollins,2022,EDGE,-1.18068698,0.26432734,-1.44501432,-0.00515527233517494,0.00116959,47939,-0.00857987571089139,-0.00830468,Justin Hollins,LA,ED,4.885490511139582,6.898667200201509,-2.013176689061927,427
Rontez Miles,2017,S,-1.1761905,-0.91534506,-0.26084544,0.00118702400995834,-0.00984242,40630,-0.00713509607047602,-0.00815142,Rontez Miles,NYJ,S,2.942718588462858,4.610748895215723,-1.6680303067528643,166
Bobby McCain,2015,CB,-1.1751591599999998,-4.58884476,3.4136856,0.00564934661264568,-0.01778622,42488,0.03078048572955075,0.02528656,Bobby McCain,MIA,CB,9.915098473974084,8.352903008297808,1.5621954656762755,492
Takkarist McKinley,2020,EDGE,-1.17366984,-1.17366984,0,-0.03452277686226882,-0.02095839,44838,0,0,Takkarist McKinley,ATL,ED,-4.322272349540143,-4.157315664556882,-0.1649566849832606,82
Jarrad Davis,2020,LB,-1.1704441700000003,1.98432024,-3.1547644100000003,0.02354588101147782,0.01181143,44833,-0.02354332907455872,-0.01959481,Jarrad Davis,DET,LB,7.31351342003994,6.433986917037013,0.8795265030029278,314
Mario Edwards Jr.,2020,IDL,-1.1686512999999998,0.8786303,-2.0472816,-0.00749998099937287,0.00462437,42378,-0.022953519038726,-0.0238056,Mario Edwards Jr.,CHI,DI,-14.883497922427757,-8.512663343682156,-6.3708345787456,270
Julius Peppers,2018,EDGE,-1.16683616,-0.2219144,-0.94492176,0.01190977082626399,-6.451e-4,27132,-2.407248046033493e-4,-0.00625776,Julius Peppers,CAR,ED,-8.923210656486265,-9.582123820374266,0.6589131638880008,498
Chris Prosinski,2017,S,-1.1632886399999998,-1.4674367999999998,0.30414816,-0.01973250514914291,-0.01834296,37196,0.0176313637944055,0.00633642,Chris Prosinski,CHI,S,-0.5357046788720509,0.3454460893193334,-0.8811507681913842,140
Eli Harold,2015,EDGE,-1.16053908,-0.21151872,-0.94902036,-0.00705762470842975,-0.00163968,42422,-0.01105717711089697,-0.00545414,Eli Harold,SF,ED,6.052788861119874,4.746993716941184,1.3057951441786901,483
Joe Thomas,2022,LB,-1.1601797599999997,3.98198664,-5.1421664,0.0335528917267347,0.02118078,41599,-0.0234879949588337,-0.0229561,Joe Thomas,CHI,LB,-2.1366508222441674,-7.284399066074459,5.147748243830291,476
Anthony Levine,2016,S,-1.15791722,-1.0727381,-0.08517912000000001,-0.00931879180575406,-0.01532483,36060,-0.0022302478697576,-0.00218408,Anthony Levine,BLT,S,-9.851820325204988,-10.394063770234473,0.5422434450294841,190
Steven Parker,2020,S,-1.15760714,-1.17279176,0.01518462,-0.0150611705590732,-0.02094271,46916,-0.00962892560772495,6.9021e-4,Steven Parker,DAL,S,0.24017197325483966,0.16915680636340724,0.0710151668914325,77
Matt Longacre,2018,EDGE,-1.15679828,-0.66796679,-0.48883149,-0.00135053876237121,-0.00487567,42845,-0.01236833197371544,-0.00346689,Matt Longacre,LA,ED,6.197308684008477,2.340373131985121,3.8569355520233555,296
Marcus Maye,2018,S,-1.1558117199999998,-2.45657692,1.3007652,-0.01043404733494656,-0.01101604,44851,0.00161465172001703,0.00765156,Marcus Maye,NYJ,S,-4.002606502126274,-1.827553690121245,-2.1750528120050294,420
Tarvarius Moore,2020,S,-1.1551092000000005,-4.52039392,3.3652847199999996,-0.02726782347334673,-0.01314068,46164,0.01933288883260437,0.01716982,Tarvarius Moore,SF,S,-9.726107967054801,-1.402763533045251,-8.32334443400955,523
Jordan Fuller,2022,S,-1.15447768,-1.11590594,-0.03857174,-0.01132652190684999,-0.01829354,52607,-0.00679157627398805,-0.00133006,Jordan Fuller,LA,S,1.8033700277679325,1.8249885507765091,-0.021618523008576834,87
Shilique Calhoun,2020,EDGE,-1.15435378,-0.30228126,-0.8520725199999999,0.00152017240104487,-0.00265159,43364,-0.00535772755462705,-0.00803842,Shilique Calhoun,NE,ED,0.31358892774645275,0.7134392613140516,-0.3998503335675996,246
Jeremiah Attaochu,2018,EDGE,-1.15362973,-0.69633408,-0.45729565,-0.01050115062587296,-0.00669552,41279,-0.0074515891672357,-0.00749665,Jeremiah Attaochu,NYJ,ED,-2.232235774020523,-3.1235895177829742,0.8913537437624517,240
Maurice Alexander,2017,S,-1.1521528,-0.7129924,-0.4391603999999999,-0.01157588534660609,-0.0058442,41339,0.00304593514995897,-0.00418248,Maurice Alexander,LA,S,7.883803498073401,5.677770934695994,2.206032563377405,244
Gerald Hodges,2018,LB,-1.15141423,3.31383448,-4.46524871,0.03273369998377591,0.01772104,40068,-0.02745795984748076,-0.02642159,Gerald Hodges,ARZ,LB,-2.9637236797358377,1.2418198236198752,-4.205543503355714,426
Shane Ray,2017,EDGE,-1.1488418,-0.59043472,-0.5584070800000001,-0.00447981764100081,-0.00343276,42366,-0.0060260872908302204,-0.00362602,Shane Ray,DEN,ED,4.9324456183091865,-0.28313521675582193,5.215580835065008,348
Matt Ioannidis,2021,IDL,-1.1471998,3.31866314,-4.46586294,0.00138108377358444,0.00880282,43441,-0.0230538006324092,-0.01933274,Matt Ioannidis,WAS,DI,-12.485355258767715,-5.462479876675278,-7.0228753820924386,606
B.J. Hill,2022,IDL,-1.1462499499999996,8.49778675,-9.6440367,0.01414072233338775,0.01372825,46138,-0.02940073213574772,-0.02693865,B.J. Hill,CIN,DI,-20.9745924627655,-16.650932755449773,-4.323659707315725,962
Camryn Bynum,2021,S,-1.14566247,-1.01032979,-0.13533268,0.00844680821393544,-0.00737467,53554,7.50699967031488e-4,-0.00182882,Camryn Bynum,MIN,S,-10.644891501170838,-8.88561973641754,-1.7592717647532967,378
Jordan Davis,2022,IDL,-1.1434988999999995,3.24456806,-4.38806696,0.05144441473650803,0.02554778,54478,-0.02695146589066739,-0.03090188,Jordan Davis,PHI,DI,-1.4245457351506152,2.53826467898815,-3.962810414138766,300
Patrick Onwuasor,2018,LB,-1.1419855000000003,3.2368245,-4.3788100000000005,-0.00624774189580944,0.0118565,43693,-0.02131618110348685,-0.02189405,Patrick Onwuasor,BLT,LB,-31.796990430713766,-28.06763166139539,-3.7293587693183787,552
Patrick Johnson,2022,EDGE,-1.13751288,-0.25410024000000003,-0.88341264,-0.0017031253848212,-0.00235278,53663,-0.01807673930086723,-0.00892336,Patrick Johnson,PHI,ED,4.669823182247681,1.5426621688583846,3.1271610133892964,343
Alex Okafor,2019,EDGE,-1.1361068200000002,0.10245128,-1.2385581,0.00188826108674849,4.1311e-4,40051,-0.00567581951722248,-0.00854178,Alex Okafor,KC,ED,-1.3045823263035983,-5.039699563834054,3.7351172375304564,438
Zaven Collins,2021,LB,-1.13489118,1.00623102,-2.1411222,0.01320997169315241,0.00818074,53445,-0.02534003910195194,-0.02039164,Zaven Collins,ARZ,LB,-0.5992075348010655,5.35720630174264,-5.956413836543706,289
Mykal Walker,2020,LB,-1.13306949,2.06326263,-3.19633212,0.0061002665054247,0.00933603,52527,-0.01898765676763221,-0.01948983,Mykal Walker,ATL,LB,2.1834539869865655,-1.4626179532855372,3.6460719402721025,371
Yetur Gross-Matos,2022,EDGE,-1.13214284,0.21173248,-1.34387532,-0.01309579068323082,4.2688e-4,52446,0.0017268698632558,-0.00392946,Yetur Gross-Matos,CAR,ED,18.452310743671944,14.71044938790656,3.741861355765384,863
Ibraheim Campbell,2017,S,-1.12962806,-0.91163336,-0.2179947,-0.00631406156287587,-0.00753416,42458,0.00417996760618207,-0.0028311,Ibraheim Campbell,CLV,S,0.24492097318513356,3.3360370001872894,-3.0911160270021556,216
Su'a Cravens,2018,S,-1.12906066,-0.87898916,-0.2500715,-0.03509598657439011,-0.00955423,43342,-0.00749861749061451,-0.01000286,Su'a Cravens,DEN,S,7.212313543043333,11.90796116939714,-4.695647626353808,138
Trent Cole,2015,EDGE,-1.12439276,0.33194016,-1.45633292,-0.00759010869725367,0.00115257,29973,2.6752343162840894e-4,-0.00743027,Trent Cole,IND,ED,-0.9246648361271939,2.7735206270411163,-3.6981854631683104,577
Curtis Riley,2019,S,-1.12397655,-1.10745368,-0.01652287,-0.01802532684589153,-0.00601877,43044,0.00766930155522152,-1.8157e-4,Curtis Riley,OAK,S,-2.1621723691677532,3.8937316845401466,-6.0559040537079,340
Aldon Smith,2015,EDGE,-1.1238039,-0.4705998,-0.6532041000000001,0.00191568701255341,-0.0013882,37080,4.6760051933535785e-4,-0.00421422,Aldon Smith,OAK,ED,6.49118461542706,8.114843678421414,-1.6236590629943533,512
Azeez Al-Shaair,2022,LB,-1.1166096200000002,4.36089258,-5.4775022,0.03190552844427857,0.02202471,48268,-0.04007268840673868,-0.02960812,Azeez Al-Shaair,SF,LB,-1.0949960032091641,-2.0926692425816142,0.9976732393724496,373
Dont'e Deayon,2017,CB,-1.11526272,-1.11526272,0,-0.0500756965112636,-0.01429824,43761,0,0,Dont'e Deayon,NYG,CB,-6.049639888121176,-4.081240683800026,-1.9683992043211493,180
Michael Mauti,2015,LB,-1.11490674,1.43605512,-2.55096186,0.01752198485636863,0.01994521,40161,-0.02646931004383173,-0.02500943,Michael Mauti,NO,LB,-3.682958991678198,1.5655043034632945,-5.248463295141493,225
K'Waun Williams,2020,CB,-1.1137996800000003,-4.16545038,3.0516506999999997,-0.04899229873612269,-0.02051946,42030,0.03365380523678435,0.0376747,K'Waun Williams,SF,CB,-7.998275190006527,-7.653064482484835,-0.34521070752169314,278
Lawrence Guy,2022,IDL,-1.1131236699999991,4.83060108,-5.9437247499999994,0.03448701450283301,0.02021172,37308,-0.02612084373602751,-0.02242915,Lawrence Guy,NE,DI,-0.5064280769308853,-0.5067097574909327,2.816805600470984e-4,516
Troy Hill,2018,CB,-1.1124617499999996,-5.14454476,4.03208301,0.00375654833526768,-0.01898356,42816,0.01332900783034981,0.02278013,Troy Hill,LA,CB,2.919141588503584,6.157530723641866,-3.2383891351382825,535
Mario Williams,2015,EDGE,-1.11137174,-1.45314256,0.34177082000000003,-0.02486198297635358,-0.00265172,30815,1.2926260665258358e-4,0.00111326,Mario Williams,BUF,ED,23.30762751907511,10.575428376691312,12.7321991423838,923
Craig Robertson,2015,LB,-1.109679709999999,3.2663829900000003,-4.376062699999999,0.0148043609885955,0.01932771,38470,-0.02656564898468788,-0.02035378,Craig Robertson,CLV,LB,-8.11892552534798,-5.600406660956374,-2.5185188643916065,433
Genard Avery,2022,EDGE,-1.10728352,-1.10728352,0,-0.01238716619200331,-0.01977292,46219,0,0,Genard Avery,TB,ED,-5.4459635690195025,-3.499212932150542,-1.9467506368689604,103
Nick Kwiatkoski,2019,LB,-1.1072494600000002,3.06637176,-4.17362122,0.01699395412336851,0.00955256,43402,-0.01306352199436649,-0.02185142,Nick Kwiatkoski,CHI,LB,-30.10490481369938,-23.94637222442896,-6.158532589270422,572
Dre Greenlaw,2022,LB,-1.1071684599999996,6.794192,-7.901360459999999,0.00499790522232817,0.010357,47931,-0.02347841287781875,-0.02090307,Dre Greenlaw,SF,LB,-19.07154775598542,-20.702940576353445,1.6313928203680248,1017
David Bruton,2016,S,-1.10638615,-1.3042797300000002,0.19789358,0.00829857663578526,-0.00952029,34565,0.01706160131864921,0.00204014,David Bruton,WAS,S,7.167671236590658,4.558660362482717,2.60901087410794,276
Jacob Martin,2021,EDGE,-1.10240394,-1.04439228,-0.05801166,-0.00825335233179218,-0.00267108,46255,0.00793877673079378,-1.8774e-4,Jacob Martin,HST,ED,4.213047369639614,-6.720297331779103,10.933344701418715,717
Shaq Thompson,2015,LB,-1.1017895099999997,4.81219065,-5.9139801599999995,0.02116734553573191,0.01815921,42368,-0.02724813645277649,-0.03360216,Shaq Thompson,CAR,LB,-14.347849796210724,-8.349732079366825,-5.998117716843899,477
Malik Jackson,2021,IDL,-1.10129411,2.5044261,-3.60572021,9.10993174702329e-4,0.00599145,38667,-0.01401287873995026,-0.01588423,Malik Jackson,CLV,DI,-0.7265742600474416,-5.645580893557776,4.919006633510335,635
Steven Means,2018,IDL,-1.1009441999999998,0.7527118,-1.853656,-0.00450273945636054,0.00818165,40095,-0.02154851334384112,-0.0264808,Steven Means,ATL,DI,-13.216461071912592,-5.254766088384589,-7.9616949835280035,275
Devin Taylor,2016,EDGE,-1.1005364699999998,-0.4735821999999999,-0.6269542699999999,-0.00980136543712827,-0.00104084,40080,-0.00729506947995841,-0.00260147,Devin Taylor,DET,ED,5.616117060418026,3.351679381686732,2.2644376787312943,765
