pff_PLAYERNAME,Season,Position,TotalBoxPM,TotalPassBoxPM,TotalRunDBoxPM,PassPM,PassBoxPM,PlayerID,RunDPM,RunDBoxPM,PlayerName,team,position,TotalEPAR,PassEPAR,RunDEPAR,plays
Damon Harrison Sr.,2018,IDL,4.752914650000001,16.649418,-11.89650335,0.06588185383023776,0.0537078,38987,-0.03525449198800995,-0.04032713,Damon Harrison Sr.,NYG,DI,-45.47527841788752,-6.981076063371704,-38.49420235451582,636
P.J. Hall,2018,IDL,4.757709949999999,8.268009469999999,-3.51029952,0.03683429314184277,0.02746847,46126,-0.01146049715905271,-0.01687644,P.J. Hall,OAK,DI,-4.319731555430858,-6.848781318093846,2.529049762662988,543
Jordan Elliott,2022,IDL,4.76561919,10.41285375,-5.64723456,0.03075203204139106,0.02966625,52496,-0.00441515533203904,-0.01604328,Jordan Elliott,CLV,DI,-3.534807195223386,-5.584842334278164,2.0500351390547795,721
D.J. Jones,2022,IDL,4.77648794,10.39802573,-5.6215377900000005,0.01924717099352625,0.02979377,45011,-0.02982232430577342,-0.02689731,D.J. Jones,DEN,DI,-14.744658567467065,-8.986204886184465,-5.7584536812825995,548
Kendall Langford,2016,IDL,4.785296789999999,6.55286105,-1.76756426,0.00840656522253495,0.03292895,33147,-0.02257197082505171,-0.01803637,Kendall Langford,IND,DI,-0.12193879014692341,-0.5741389993165341,0.4522002091696114,294
Michael Johnson,2018,EDGE,4.80639285,4.57284064,0.23355221,0.01801715836463521,0.01971052,34521,-0.00603792322572056,0.00100237,Michael Johnson,CIN,ED,6.2035037972953795,4.691192357152305,1.512311440143075,510
Teez Tabor,2018,CB,4.81046035,1.6944822,3.11597815,-0.00435520032502255,0.00941379,44865,0.02794463040199242,0.03279977,Teez Tabor,DET,CB,21.438001459894963,18.149869154751972,3.288132305142993,362
Glenn Dorsey,2015,IDL,4.8129621799999995,7.6034868,-2.79052462,0.04186802646164435,0.0417774,33086,-0.02152585515955497,-0.01651198,Glenn Dorsey,SF,DI,8.386965721730325,6.259090084301913,2.127875637428413,372
Shy Tuttle,2019,IDL,4.81827054,8.33353018,-3.51525964,0.04433725795640662,0.04045403,48544,-0.02271387137505579,-0.02143451,Shy Tuttle,NO,DI,-12.9498994720416,-10.222988386946016,-2.726911085095584,472
Destiny Vaeao,2016,IDL,4.82369816,6.4134564,-1.58975824,0.0390172160036996,0.0411119,43926,-0.01598884123144716,-0.01419427,Destiny Vaeao,PHI,DI,-3.1922801135056362,-6.224059945490818,3.031779831985181,391
Raekwon Davis,2022,IDL,4.826588449999999,11.63127035,-6.8046819,0.03274966733260964,0.03472021,52464,-0.02483730228802212,-0.0254857,Raekwon Davis,MIA,DI,17.480443242307864,6.373157113229955,11.107286129077908,637
Haloti Ngata,2015,IDL,4.83318133,8.160148210000001,-3.32696688,0.02702888282527472,0.02130587,30826,-0.02689326511390902,-0.01569324,Haloti Ngata,DET,DI,-0.6038056305598876,0.9564581458048746,-1.5602637763647622,585
Robert Thomas,2017,IDL,4.86406904,6.65170016,-1.78763112,0.04692166038144586,0.04890956,41834,-0.01475144624945302,-0.01922184,Robert Thomas,NYG,DI,3.9460159047988923,3.325757076360366,0.6202588284385262,319
Darius Latham,2016,IDL,4.881749019999999,6.972065499999999,-2.09031648,0.03852534456015675,0.04101215,43991,-0.01160234343853634,-0.01421984,Darius Latham,OAK,DI,7.920658709618042,5.654925281208296,2.265733428409746,424
Adam Butler,2019,IDL,4.8897799200000005,6.484756320000001,-1.5949764,0.01343026750711863,0.01715544,45274,-0.02249229516685579,-0.0147683,Adam Butler,NE,DI,-32.00312911334405,-23.560786142171118,-8.442342971172929,496
Rakeem Nunez-Roches,2019,IDL,4.9043426,6.7307364,-1.8263938,0.0401769566672888,0.03739298,42560,-0.01692108012743716,-0.01660358,Rakeem Nunez-Roches,TB,DI,2.3007677534652875,-0.723035983771448,3.023803737236735,390
Eddie Goldman,2019,IDL,4.9079574599999995,10.08485775,-5.17690029,0.03398224187910022,0.03667221,42382,-0.02917512342765431,-0.02710419,Eddie Goldman,CHI,DI,-4.979938979971216,2.4383818079455106,-7.418320787916726,463
Bobby Richardson,2015,EDGE,4.92768486,6.19141122,-1.26372636,0.05925822912620101,0.02023337,43026,-0.00814209940346956,-0.00461214,Bobby Richardson,NO,ED,5.856829043552559,9.70857311657061,-3.851744073018051,705
Antwaun Woods,2019,IDL,4.93059775,7.41757615,-2.4869784,0.03888714896307466,0.04785533,43938,-0.00424116452971601,-0.0163617,Antwaun Woods,DAL,DI,-0.9767876751392577,2.6305454490777915,-3.6073331242170488,333
Dre Kirkpatrick,2019,CB,4.93225876,0.97457608,3.95768268,0.0088773844978532,0.00566614,38547,0.02671108501034911,0.02443014,Dre Kirkpatrick,CIN,CB,2.4502806301591775,1.3541642970940786,1.0961163330650991,330
Angelo Blackson,2016,IDL,4.93932954,6.447010440000001,-1.5076809000000002,0.04468850954911738,0.04132699,42443,-0.0108475198472364,-0.01675201,Angelo Blackson,TEN,DI,4.1972974588956,0.7923095089338871,3.404987949961712,326
Ricky Jean Francois,2018,IDL,4.943280190000001,8.763562720000001,-3.82028253,0.0458980663161734,0.04133756,34695,-0.01744972564319797,-0.01979421,Ricky Jean Francois,DET,DI,-8.201506367659537,-2.033470626244549,-6.168035741414988,443
DaQuan Jones,2016,IDL,4.94593724,10.31044514,-5.3645079,-0.00737325523405221,0.02311759,41341,-0.03450669756371299,-0.02416445,DaQuan Jones,TEN,DI,4.663123496054249,6.926903751365427,-2.2637802553111777,701
Marcell Dareus,2017,IDL,4.95271176,10.93860516,-5.9858934,0.03408052255239507,0.03720614,37076,-0.03257411805418853,-0.02453235,Marcell Dareus,BUF,DI,-8.656430869443996,-5.479368585445788,-3.1770622839982066,557
Khalen Saunders,2019,IDL,4.99453882,9.04880562,-4.0542668,0.03766856434400038,0.05200463,47867,-0.03933798257530679,-0.02615656,Khalen Saunders,KC,DI,1.2899775595155707,3.85672313580372,-2.5667455762881497,448
Vernon Hargreaves III,2021,CB,4.9970623199999995,2.84287542,2.1541869,0.01801383908666897,0.01230682,43300,0.00845924273159633,0.01329745,Vernon Hargreaves III,HST,CB,1.0123303260868206,-3.056780372231611,4.069110698318431,459
Dontari Poe,2019,IDL,5.003567629999999,7.741975279999999,-2.7384076499999996,0.02882597222069235,0.03280498,38541,-0.0135109010144428,-0.01659641,Dontari Poe,CAR,DI,-3.9524686322402607,-5.867151732449816,1.9146831002095561,416
Vernon Butler,2018,IDL,5.0113125599999995,6.66336576,-1.6520532000000001,0.02957213905542747,0.03470503,43319,-0.01551821361300736,-0.01214745,Vernon Butler,CAR,DI,16.24163336156505,7.950321344320754,8.291312017244298,394
Quinton Bohanna,2021,IDL,5.01188086,6.508008,-1.49612714,0.04959727631758046,0.0542334,53621,-0.01407483679835211,-0.01481314,Quinton Bohanna,DAL,DI,12.144644672076362,5.575450517697885,6.569194154378478,360
Carlos Watkins,2017,IDL,5.031436079999999,7.127241679999999,-2.0958056000000003,0.04809021721396419,0.03791086,44955,-0.01217250184015943,-0.01497004,Carlos Watkins,HST,DI,-0.8735906752178195,0.9861549411028208,-1.8597456163206403,378
Jason Jones,2015,EDGE,5.0793360199999995,6.11917344,-1.03983742,-0.0106498640395885,0.01789232,33135,-0.0059410109605376,-0.00514771,Jason Jones,DET,ED,3.4543303293485654,6.4031786084104905,-2.9488482790619233,529
Danny Shelton,2016,IDL,5.1034176800000015,17.370289200000002,-12.26687152,0.06408178993795541,0.05263724,42355,-0.03539195155006073,-0.02977396,Danny Shelton,CLV,DI,-5.04714867595953,7.782058797776827,-12.829207473736355,803
Derrick Brown,2020,IDL,5.186870809999999,10.60856456,-5.42169375,0.0216037498987827,0.02276516,52415,-0.02132353177621526,-0.02000625,Derrick Brown,CAR,DI,1.5999063946609036,-0.038630666943561986,1.638537061604466,724
Isaiah Oliver,2022,CB,5.19398915,0.42524374,4.76874541,0.02277687114577077,0.00206429,46127,0.0303304391036077,0.03334787,Isaiah Oliver,ATL,CB,-10.435199980323919,-3.9799991583893375,-6.455200821934581,376
Grover Stewart,2018,IDL,5.1975079499999985,8.658824749999999,-3.4613168,0.05781122054621469,0.05184925,44957,-0.02301452841063391,-0.02163323,Grover Stewart,IND,DI,8.339895336028318,7.678594095095686,0.6613012409326327,444
Taylor Stallworth,2020,IDL,5.19920033,6.88902968,-1.68982935,0.04065710803742004,0.05065463,46618,-0.01221038632871152,-0.01373845,Taylor Stallworth,IND,DI,7.028319579234076,5.218846185749635,1.80947339348444,256
Xavier Williams,2020,IDL,5.20328295,7.77850905,-2.5752261,0.04774633201631052,0.05364489,42744,-0.0245719835431888,-0.0148857,Xavier Williams,NE,DI,4.743389582131976,3.3428133089516274,1.400576273180349,312
Damion Square,2016,IDL,5.203566780000001,8.08174776,-2.8781809800000002,0.06222544115702969,0.04298802,40608,-0.02158466309139463,-0.01654127,Damion Square,SD,DI,2.6108719292430282,-4.073047390641076,6.6839193198841045,462
Sheldon Day,2019,IDL,5.21093879,8.0659898,-2.85505101,0.02881853739042251,0.03666359,43392,-0.01704161069273848,-0.01510609,Sheldon Day,SF,DI,7.106068698377065,1.5704865229660527,5.535582175411013,491
DaVonte Lambert,2016,EDGE,5.219363169999999,5.50085862,-0.28149545000000004,0.03058598908478251,0.03161413,43870,-2.758051730702231e-4,-0.00141455,DaVonte Lambert,TB,ED,10.0465369432583,6.557679543006681,3.4888574002516193,434
Brandon Dunn,2020,IDL,5.226095409999999,10.28615301,-5.0600576,0.06126165928386817,0.05442409,41944,-0.02146186758317844,-0.01946176,Brandon Dunn,HST,DI,12.698084566332405,5.166904710676059,7.5311798556563465,439
Roy Miller,2015,IDL,5.22832012,10.80801044,-5.57969032,0.03088544601972847,0.03739796,34532,-0.02651106810004692,-0.02081974,Roy Miller,JAX,DI,-8.560631094512821,-0.3695429031862637,-8.191088191326559,576
Greg Toler,2015,CB,5.23126636,0.48851356,4.7427528,-5.290056322614366e-4,0.00111788,34582,0.01661286323846837,0.0190472,Greg Toler,IND,CB,26.736337597236663,23.181272172820737,3.555065424415928,704
John Jenkins,2015,IDL,5.23132055,12.98551205,-7.7541915,0.05347594480802116,0.05300209,40030,-0.0317574184146954,-0.02819706,John Jenkins,NO,DI,-6.276899449501726,3.369881791418117,-9.646781240919843,578
John Atkins,2019,IDL,5.253071570000001,8.736322770000001,-3.4832512,0.05050516793036577,0.04622393,46770,-0.01486165169619041,-0.01583296,John Atkins,DET,DI,13.239966371638845,6.544165799406622,6.695800572232223,452
Poona Ford,2022,IDL,5.26065512,10.1188556,-4.85820048,0.02765754571270805,0.02976134,46487,-0.00766876116986298,-0.01445893,Poona Ford,SEA,DI,11.435155712322567,-1.2832169963762203,12.718372708698787,693
Austin Johnson,2018,IDL,5.26359713,9.76228281,-4.49868568,0.05789448641206807,0.05165229,43332,-0.02296090538693697,-0.02183828,Austin Johnson,TEN,DI,3.124557263210429,0.1098171405267944,3.014740122683634,429
Michael Brockers,2021,IDL,5.2659386,11.85060725,-6.584668649999999,0.04758371882678112,0.03885445,38544,-0.02750211117664988,-0.02090371,Michael Brockers,DET,DI,2.2020619609217453,1.541594272231288,0.6604676886904564,605
Cullen Jenkins,2015,IDL,5.266308049999999,9.15494805,-3.88864,0.01331763442573361,0.01812861,28678,-0.01131342549716613,-0.01792,Cullen Jenkins,NYG,DI,12.034380778021045,5.893059740809913,6.1413210372111315,773
Malcom Brown,2021,IDL,5.2685204,12.9309824,-7.662462,0.03616535797524577,0.04040932,42375,-0.01009252693377663,-0.0215844,Malcom Brown,JAX,DI,10.464861701945715,5.706409304373284,4.75845239757243,694
Nick Williams,2020,IDL,5.300845829999999,9.60543027,-4.30458444,0.04013109913902834,0.03170109,40171,-0.02234054022257084,-0.01839566,Nick Williams,DET,DI,6.042781791476382,-3.1166849457393804,9.159466737215762,520
Johnathan Hankins,2017,IDL,5.32921288,11.79023552,-6.4610226399999995,0.04373828415415323,0.03594584,39997,-0.0089988450523372,-0.01814894,Johnathan Hankins,IND,DI,-9.722376553532724,2.670133710881543,-12.392510264414266,692
Tyeler Davison,2021,IDL,5.333746839999999,9.5590456,-4.22529876,0.06335437799934969,0.05622968,42497,-0.0276977001358925,-0.02271666,Tyeler Davison,ATL,DI,1.6681471474560796,5.66024398298384,-3.9920968355277595,357
Kyle Love,2019,IDL,5.3357583,7.00685755,-1.67109925,0.0395178011253535,0.03007235,35743,-0.00935482610420085,-0.00933575,Kyle Love,CAR,DI,10.69774458858224,-0.9022192016390803,11.59996379022132,438
Jay Bromley,2016,IDL,5.336851170000001,6.995814930000001,-1.65896376,0.05221717311707565,0.04291911,41303,-0.01669849971335557,-0.01783832,Jay Bromley,NYG,DI,-0.44733308710722747,-0.8905391765646755,0.443206089457448,342
Josh Mauro,2015,EDGE,5.3543534500000005,6.19561909,-0.8412656399999999,0.04973114510167175,0.04103059,41722,-0.01236006786473379,-0.00725229,Josh Mauro,ARZ,ED,-2.9224818945092235,12.501331180562149,-15.423813075071372,405
Johnathan Hankins,2015,IDL,5.361495509999999,9.552933,-4.19143749,0.05627215068415994,0.04245748,39997,-0.03295404271778788,-0.02290403,Johnathan Hankins,NYG,DI,-2.1908185377397835,1.8251173681759256,-4.0159359059157085,469
Ricky Jean Francois,2015,IDL,5.366879659999999,8.07228206,-2.7054024,0.0482307577298887,0.03525014,34695,-0.00816444927610119,-0.01423896,Ricky Jean Francois,WAS,DI,0.9554345485293498,-1.5249795530811003,2.4804141016104504,463
Jihad Ward,2022,EDGE,5.388274299999999,6.921411699999999,-1.5331374000000002,0.05630609410511475,0.0182623,43333,2.602550923166666e-4,-0.00502668,Jihad Ward,NYG,ED,4.077558920826558,-2.4558610770901055,6.533419997916662,758
Danny Shelton,2020,IDL,5.39419707,11.38158144,-5.98738437,0.0645285256480195,0.04822704,42355,-0.03173060177993898,-0.02294017,Danny Shelton,DET,DI,2.8709376933295245,-0.5341592285333754,3.4050969218629006,487
Justin Jones,2019,IDL,5.403615780000001,9.05634234,-3.65272656,0.0448853123942757,0.02959589,46153,-0.00864512336848182,-0.01863636,Justin Jones,LAC,DI,-1.7028780402208048,5.908169250842613,-7.611047291063419,564
Josh Tupou,2019,IDL,5.408754000000001,9.5623038,-4.1535497999999995,0.05163118464526388,0.05312391,45226,-0.0175621726135549,-0.0147289,Josh Tupou,CIN,DI,-4.535978241153356,1.9119923850580185,-6.447970626211374,563
Adam Butler,2017,IDL,5.419011789999999,8.542187499999999,-3.12317571,0.0140481184597279,0.0221875,45274,-0.02360161155452775,-0.02246889,Adam Butler,NE,DI,-3.820300651395978,-6.107507935830367,2.2872072844343876,575
Domata Peko Sr.,2017,IDL,5.426319480000001,11.46436734,-6.03804786,0.06165342593506872,0.05357181,30937,-0.02078998367623579,-0.02454491,Domata Peko Sr.,DEN,DI,-8.733435268148053,-2.4905134719645536,-6.2429217961835,487
Haloti Ngata,2018,IDL,5.440279720000001,8.208688800000001,-2.76840908,0.05126789203425044,0.03420287,30826,-0.01381658788003695,-0.01555286,Haloti Ngata,PHI,DI,-1.266756073864812,2.176226863465039,-3.4429829373298504,466
Justin Jones,2018,IDL,5.45883108,8.10305508,-2.6442240000000004,0.04241450659358772,0.03538452,46153,-0.01941998096374145,-0.020032,Justin Jones,LAC,DI,0.5991984878588115,-1.8589930525257816,2.4581915403845933,356
L.T. Walton,2016,IDL,5.46713085,7.25593605,-1.7888052,0.04066434174789687,0.03539481,42542,-0.01459720153254793,-0.01376004,L.T. Walton,PIT,DI,16.1287367815466,8.510074390362353,7.618662391184245,399
Johnathan Hankins,2018,IDL,5.467637379999999,13.15645766,-7.68882028,0.05472807846541808,0.05504794,39997,-0.02047489653547226,-0.02302042,Johnathan Hankins,OAK,DI,5.991466706067528,7.360493058696108,-1.3690263526285813,556
David Parry,2016,IDL,5.4750298399999995,15.51976208,-10.04473224,0.04711736307483445,0.04895824,42494,-0.02061570635254106,-0.03100226,David Parry,IND,DI,-1.7954895161613078,2.9411581389115695,-4.736647655072877,682
Austin Johnson,2019,IDL,5.47776444,8.9006812,-3.42291676,0.0419644985464457,0.0458798,43332,-0.01751384225899706,-0.01912244,Austin Johnson,TEN,DI,-1.130165352647353,3.5163665378327704,-4.646531890480123,430
Bravvion Roy,2022,IDL,5.48802751,7.53542224,-2.04739473,0.03902238677348848,0.04799632,52592,-0.00950548094684882,-0.01452053,Bravvion Roy,CAR,DI,0.4773803689147675,-5.84944721760819,6.326827586522956,371
Brandon Dunn,2017,IDL,5.49061601,10.36958993,-4.87897392,0.06126165928386817,0.05793067,41944,-0.02267946146478234,-0.02103006,Brandon Dunn,HST,DI,9.521357245958713,2.4428276233989923,7.07852962255972,439
Josh Mauro,2017,EDGE,5.4954673199999995,7.205714919999999,-1.7102476,0.05944948018662367,0.04420684,41722,-0.00821608334810519,-0.01006028,Josh Mauro,ARZ,DI,2.7142579049329516,0.7946106899454055,1.919647214987547,356
Justin Jones,2021,IDL,5.50710268,9.38062268,-3.87352,0.03250116236771992,0.03279938,46153,-0.02679630638475485,-0.0193676,Justin Jones,LAC,DI,-6.035968565698942,-1.7291528419275752,-4.306815723771367,479
Clinton McDonald,2017,IDL,5.5422502499999995,11.25718588,-5.71493563,0.03476937395883461,0.04108462,34700,-0.04119832923593442,-0.03157423,Clinton McDonald,TB,DI,-10.768010332899612,-14.382456733636195,3.6144464007365826,509
Chad Thomas,2019,EDGE,5.5428820000000005,6.32595856,-0.78307656,0.02102577117993888,0.02414488,46136,-0.00305901402308425,-0.00466117,Chad Thomas,CLV,ED,3.5224769879693394,-4.173766293892039,7.696243281861379,511
Bennie Logan,2016,IDL,5.58384087,9.2726082,-3.68876733,0.0482245706373792,0.0327654,40015,-0.02971553190906524,-0.02037993,Bennie Logan,PHI,DI,-17.16053202882948,-8.002005799362776,-9.158526229466704,512
Rakeem Nunez-Roches,2021,IDL,5.5881343999999995,9.44465872,-3.85652432,0.04320095563068753,0.03268048,42560,-0.02195678228374962,-0.02191207,Rakeem Nunez-Roches,TB,DI,-4.136086632404483,3.435093799383162,-7.571180431787645,509
Angelo Blackson,2022,IDL,5.59723397,8.2274409,-2.63020693,0.04418103102485948,0.03917829,42443,-0.00709348946077864,-0.01453153,Angelo Blackson,CHI,DI,-1.2113500835128619,-1.0805440754230178,-0.13080600808984402,395
Sylvester Williams,2017,IDL,5.603089380000001,10.18711818,-4.5840288,0.05946801985065084,0.05068218,39974,-0.02357567613436678,-0.0220386,Sylvester Williams,TEN,DI,-2.394777716935516,1.7704381030188099,-4.165215819954326,444
Ricardo Mathews,2015,IDL,5.605814329999999,8.74229257,-3.13647824,0.04139300348378911,0.02757821,35679,-0.01465326164106533,-0.01600244,Ricardo Mathews,SD,DI,12.757708774806945,9.62865234868131,3.129056426125634,563
Linval Joseph,2020,IDL,5.60893828,14.74728028,-9.138342,0.02153537574677642,0.03605692,35485,-0.03462285729521454,-0.029103,Linval Joseph,LAC,DI,1.3237202971874589,7.890772598062727,-6.567052300875267,710
Vernon Butler,2017,IDL,5.62338674,7.6030812,-1.97969446,0.02897434841808594,0.0383994,43319,-0.01648773281891729,-0.01751942,Vernon Butler,CAR,DI,-3.8374063423047384,-1.7445106953255278,-2.0928956469792097,308
Vernon Butler,2019,IDL,5.626082650000001,8.82147001,-3.19538736,0.03034223893340662,0.03660361,43319,-0.01607510831788367,-0.01613832,Vernon Butler,CAR,DI,-8.531367207682319,-11.233713836304986,2.702346628622666,456
Maliek Collins,2020,IDL,5.62712509,7.8950752,-2.26795011,0.03109394853573252,0.02467211,43356,-0.01363854993910052,-0.01239317,Maliek Collins,LV,DI,16.822374402937076,7.695683000223826,9.126691402713249,488
Damion Square,2019,IDL,5.6502319199999995,10.2784401,-4.62820818,0.06150105031195568,0.05298165,40608,-0.0208342383638222,-0.02246703,Damion Square,LAC,DI,1.6013534493546933,0.16092502547142953,1.4404284238832636,452
B.J. Raji,2015,IDL,5.651299669999999,10.16446311,-4.5131634400000005,0.02981732576288439,0.04288803,34460,-0.02036546417403358,-0.01776836,B.J. Raji,GB,DI,9.327726121021517,3.8551132539367066,5.472612867084809,544
D.J. Reader,2018,IDL,5.655680160000002,11.792595360000002,-6.1369152,0.02290105040536735,0.03303248,43455,-0.01700299095509475,-0.0196696,D.J. Reader,HST,DI,2.248790359102216,-3.1998190712408032,5.448609430343018,674
Letroy Guion,2016,IDL,5.65674289,14.19088501,-8.53414212,0.06230643717708264,0.05014447,33233,-0.04121859996757052,-0.03585774,Letroy Guion,GB,DI,1.990463495084053,4.735670265488676,-2.7452067704046237,534
Tanoh Kpassagnon,2020,EDGE,5.65914736,6.28513388,-0.62598652,0.03898945212871318,0.01280068,44871,1.7678371593323557e-4,-0.00198097,Tanoh Kpassagnon,KC,ED,9.80223606442962,3.0113912937734386,6.790844770656181,803
